"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,5.7,,
"OECD","OECD - Total","SW_LIFS","Life satisfaction","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,6.6,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.2,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.9,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.8,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.3,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.5,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.6,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.2,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.4,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.9,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,4.6,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,5.1,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.4,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.2,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,5.7,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,5.5,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.9,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.6,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.3,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.3,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.3,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,5.7,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,5.1,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.1,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.4,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.2,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.5,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,5.4,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.8,,
"USA","United States","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.1,,
"BRA","Brazil","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.7,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,5.6,,
"ISR","Israel","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,7.5,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.1,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,5.7,,
"OECD","OECD - Total","SW_LIFS","Life satisfaction","L","Value","MN","Men","AVSCORE","Average score","0","units",,,6.5,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.4,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6.9,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.3,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6.5,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.5,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.5,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6.5,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,4.9,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,4.8,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.6,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,5.9,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6.1,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6.9,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6.8,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.3,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.3,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.6,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,5.8,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,5.1,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6.2,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6.5,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.2,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.5,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,5.8,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6.8,,
"USA","United States","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.2,,
"BRA","Brazil","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6.8,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,5.6,,
"ISR","Israel","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,7.3,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,5.6,,
"OECD","OECD - Total","SW_LIFS","Life satisfaction","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,6.6,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.4,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.6,,
"BEL","Belgium","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.2,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.6,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.2,,
"DNK","Denmark","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.7,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.9,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.2,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.4,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,5.9,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,6.1,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.8,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.2,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,6.6,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,6.3,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,6.3,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.4,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.7,,
"NLD","Netherlands","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.6,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.5,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.7,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,6.7,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,6.2,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,6.8,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.1,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.5,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.8,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,6.1,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.1,,
"USA","United States","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.5,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.7,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,6.1,,
"ISR","Israel","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7.5,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,6.3,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,0,,
"OECD","OECD - Total","SW_LIFS","Life satisfaction","L","Value","HGH","High","AVSCORE","Average score","0","units",,,7,,
"AUS","Australia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,7.2,,
"AUT","Austria","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6.9,,
"CAN","Canada","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6.9,,
"CZE","Czech Republic","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6.3,,
"FIN","Finland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,7,,
"FRA","France","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6.4,,
"DEU","Germany","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6.6,,
"GRC","Greece","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,3.5,,
"HUN","Hungary","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,4.5,,
"ISL","Iceland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,7.4,,
"IRL","Ireland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6.8,,
"ITA","Italy","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,5.7,,
"JPN","Japan","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,5.6,,
"KOR","Korea","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,5,,
"LUX","Luxembourg","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6.6,,
"MEX","Mexico","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6.1,,
"NZL","New Zealand","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,7.1,,
"NOR","Norway","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,7.3,,
"POL","Poland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,4.8,,
"PRT","Portugal","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,4.5,,
"SVK","Slovak Republic","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,5.7,,
"ESP","Spain","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6.1,,
"SWE","Sweden","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,7,,
"CHE","Switzerland","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,7.2,,
"TUR","Turkey","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,5.3,,
"GBR","United Kingdom","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6.3,,
"BRA","Brazil","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6.7,,
"CHL","Chile","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,6,,
"EST","Estonia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,5.1,,
"RUS","Russia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,5.4,,
"SVN","Slovenia","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,5,,
"OECD","OECD - Total","SW_LIFS","Life satisfaction","L","Value","LW","Low","AVSCORE","Average score","0","units",,,5.9,,
"AUS","Australia","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.1,,
"AUT","Austria","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.4,,
"BEL","Belgium","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,6.6,,
"CAN","Canada","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.3,,
"CZE","Czech Republic","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.8,,
"DNK","Denmark","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.9,,
"FIN","Finland","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.4,,
"FRA","France","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,5,,
"DEU","Germany","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.6,,
"GRC","Greece","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.7,,
"HUN","Hungary","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.6,,
"ISL","Iceland","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.7,,
"IRL","Ireland","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.6,,
"ITA","Italy","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,4.7,,
"JPN","Japan","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.4,,
"KOR","Korea","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.1,,
"LUX","Luxembourg","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,4.3,,
"MEX","Mexico","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,12.8,,
"NLD","Netherlands","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,4.9,,
"NZL","New Zealand","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.2,,
"NOR","Norway","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.3,,
"POL","Poland","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.4,,
"PRT","Portugal","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,5.7,,
"SVK","Slovak Republic","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3,,
"ESP","Spain","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,4.2,,
"SWE","Sweden","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,5.1,,
"CHE","Switzerland","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,4.2,,
"TUR","Turkey","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,5,,
"GBR","United Kingdom","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.9,,
"USA","United States","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.5,,
"BRA","Brazil","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,7.9,,
"CHL","Chile","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,6.9,,
"EST","Estonia","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,5.5,,
"ISR","Israel","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,6.4,,
"RUS","Russia","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.8,,
"SVN","Slovenia","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.9,,
"OECD","OECD - Total","PS_SFRV","Assault rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.9,,
"AUS","Australia","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,2.5,,
"AUT","Austria","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,4.6,,
"BEL","Belgium","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,6.2,,
"CAN","Canada","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.3,,
"CZE","Czech Republic","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.8,,
"DNK","Denmark","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,4.9,,
"FIN","Finland","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.9,,
"FRA","France","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,5.6,,
"DEU","Germany","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.1,,
"GRC","Greece","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.6,,
"HUN","Hungary","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.4,,
"ISL","Iceland","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,3,,
"IRL","Ireland","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,2.1,,
"ITA","Italy","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,5.4,,
"JPN","Japan","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.2,,
"KOR","Korea","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.9,,
"LUX","Luxembourg","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,4.7,,
"MEX","Mexico","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,13.5,,
"NLD","Netherlands","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,6.5,,
"NZL","New Zealand","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.2,,
"NOR","Norway","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,4.3,,
"POL","Poland","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,1,,
"PRT","Portugal","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,5.2,,
"SVK","Slovak Republic","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.8,,
"ESP","Spain","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,4.1,,
"SWE","Sweden","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,4.7,,
"CHE","Switzerland","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,5.7,,
"TUR","Turkey","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,6.4,,
"GBR","United Kingdom","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.2,,
"USA","United States","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.7,,
"BRA","Brazil","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,7.6,,
"CHL","Chile","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,7.2,,
"EST","Estonia","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,5.4,,
"ISR","Israel","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,5.9,,
"RUS","Russia","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,5,,
"SVN","Slovenia","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.2,,
"OECD","OECD - Total","PS_SFRV","Assault rate","L","Value","MN","Men","PC","Percentage","0","units",,,4.3,,
"AUS","Australia","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.7,,
"AUT","Austria","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.4,,
"BEL","Belgium","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,7,,
"CAN","Canada","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.4,,
"CZE","Czech Republic","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.9,,
"DNK","Denmark","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.1,,
"FIN","Finland","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,0.9,,
"FRA","France","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,4.4,,
"DEU","Germany","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,4.1,,
"GRC","Greece","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.8,,
"HUN","Hungary","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.8,,
"ISL","Iceland","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.3,,
"IRL","Ireland","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.1,,
"ITA","Italy","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,4.1,,
"JPN","Japan","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.5,,
"KOR","Korea","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.2,,
"LUX","Luxembourg","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.9,,
"MEX","Mexico","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,12.1,,
"NLD","Netherlands","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.5,,
"NZL","New Zealand","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.4,,
"NOR","Norway","PS_SFRV","Assault rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.3,,
